 	Trajectory	Frame	x	y	z	m0	m1	m2	m3	m4	NPscore
333	14	132	926.536	762.337	0	23.231	2.952	10.506	41.672	178.116	0.006
334	14	133	903.173	762.166	0	23.023	2.983	10.744	43.222	187.854	0.018
335	14	134	880.388	762.681	0	23.918	2.899	10.112	39.263	164.075	1.590E-19
336	14	135	859.548	763.195	0	16.149	2.793	9.406	35.292	142.654	0.014
337	14	136	835.962	761.608	0	24.061	2.869	9.932	38.353	159.777	4.211E-13
338	14	137	810.841	758.738	0	24.148	2.872	9.937	38.311	159.202	1.625E-19
339	14	138	789.089	757.107	0	24.395	2.908	10.217	40.117	170.224	3.612E-18
340	14	139	762.852	758.526	0	23.739	2.893	10.086	39.166	163.824	1.157E-11
341	14	140	744.110	756.717	0	22.292	2.948	10.478	41.563	177.912	0.017
342	14	141	717.190	754.391	0	22.885	2.949	10.467	41.365	176.072	9.471E-6
343	14	142	690.113	753.305	0	23.311	2.907	10.201	39.962	168.941	0
344	14	143	668.203	754.560	0	23.656	2.898	10.116	39.324	164.623	1.531E-9
345	14	144	644.366	752.588	0	22.212	2.973	10.640	42.402	181.953	3.612E-8
346	14	145	617.948	748.012	0	22.696	3.005	10.936	44.583	196.825	0.401
347	14	146	593.251	749.630	0	22.813	2.926	10.308	40.442	170.855	7.633
348	14	147	564.135	749.304	0	22.323	2.954	10.531	41.881	179.628	1.882
349	14	148	542.474	749.895	0	22.534	2.943	10.430	41.176	175.098	10.441
350	14	149	517.797	748.357	0	22.867	2.910	10.217	39.990	168.697	0.839
351	14	150	493.094	754.896	0	24.043	2.879	10.008	38.848	162.788	12.437
352	14	151	469.815	754.762	0	22.836	2.916	10.239	40.055	168.862	0.003
353	14	152	447.674	760.030	0	21.543	2.851	9.832	37.884	157.668	0.002
354	14	153	428.563	761.120	0	23.626	2.837	9.707	37.017	152.140	0.074
355	14	154	408.928	764.916	0	23.084	2.898	10.152	39.761	168.332	5.621E-6
356	14	155	389.351	762.599	0	23.452	2.835	9.664	36.633	149.294	0.580
357	14	156	369.264	760.266	0	23.843	2.816	9.549	36.056	146.590	0.295
358	14	157	343.711	759.617	0	23.336	2.832	9.671	36.792	150.793	0.001
359	14	158	321.065	758.272	0	24.057	2.812	9.558	36.271	148.566	0.177
360	14	159	301.768	759.291	0	23.900	2.812	9.534	36.014	146.576	0.006
361	14	160	279.302	758.815	0	23.761	2.798	9.436	35.451	143.444	0.004
362	14	161	256.251	759.563	0	23.952	2.763	9.209	34.190	136.708	0.007
363	14	162	237.892	761.413	0	23.589	2.772	9.280	34.648	139.557	0.383
364	14	163	218.266	760.531	0	23.242	2.763	9.207	34.168	136.544	1.115E-4
365	14	164	193.601	757.657	0	23.054	2.738	9.043	33.257	131.702	0.003
366	14	165	168.937	753.356	0	22.609	2.720	8.928	32.673	128.961	3.476E-6
367	14	166	146.215	753.573	0	21.641	2.723	8.945	32.733	129.072	0.004
368	14	167	120.995	751.257	0	21.298	2.771	9.274	34.632	139.560	0.050
369	14	169	76.016	750.765	0	22.145	2.821	9.622	36.672	151.009	0.008
370	14	170	54.451	745.744	0	21.805	2.796	9.419	35.319	142.541	0.005
371	14	171	26.686	751.611	0	21.672	2.810	9.512	35.862	145.596	5.711E-5
372	15	134	1016.794	939.031	0	21.748	3.184	12.234	52.520	243.423	1.590E-19
373	15	135	993.273	939.657	0	21.056	3.199	12.322	52.905	244.824	0
374	15	136	970.089	939.728	0	22.272	3.113	11.680	48.915	221.044	4.211E-13
375	15	137	943.621	935.604	0	21.678	3.118	11.699	48.911	220.341	1.625E-19
376	15	138	920.732	935.545	0	21.849	3.115	11.667	48.685	218.779	3.612E-18
377	15	139	894.932	939.466	0	22.097	3.124	11.787	49.739	226.979	1.157E-11
378	15	140	869.270	943.097	0	22.354	3.106	11.647	48.792	220.728	0.017
379	15	141	842.404	944.646	0	21.639	3.105	11.613	48.435	217.727	9.471E-6
380	15	143	791.218	946.105	0	22.263	3.121	11.750	49.391	224.108	1.531E-9
381	15	144	768.508	945.514	0	21.023	3.194	12.243	52.226	239.658	5.282E-7
382	16	141	860.064	315.955	0	16.229	3.027	11.311	48.045	223.617	0
383	16	142	843.274	316.641	0	16.637	2.947	10.646	43.462	193.554	0.002
384	17	142	998.604	1364.842	0	17.899	3.037	11.129	45.507	200.722	0.002
385	17	143	973.311	1361.349	0	18.935	2.995	10.804	43.420	187.942	1.660E-25
386	17	144	953.903	1362.839	0	20.019	2.973	10.678	42.859	185.799	4.932E-7
387	17	145	930.114	1362.378	0	21.040	2.921	10.289	40.407	171.109	0.094
388	17	146	906.796	1361.451	0	21.248	2.956	10.519	41.689	177.933	0.007
389	17	147	881.410	1361.488	0	22.535	2.868	9.900	38.020	157.044	1.741
390	17	148	854.017	1360.018	0	22.810	2.952	10.540	42.123	182.229	10.257
391	17	149	836.219	1358.969	0	23.621	2.886	10.052	39.095	164.122	0.809
392	17	150	810.675	1359.837	0	24.179	2.855	9.831	37.731	156.042	12.407
393	17	151	788.059	1360.995	0	25.248	2.857	9.874	38.167	159.497	2.942E-9
394	17	152	765.973	1362.827	0	23.020	2.861	9.922	38.536	162.028	14.334
395	17	153	742.257	1364.848	0	25.886	2.795	9.422	35.395	143.326	8.691E-11
396	17	154	718.220	1358.682	0	26.221	2.720	8.931	32.681	128.901	9.147E-8
397	17	155	692.825	1356.888	0	27.425	2.782	9.343	35.032	141.820	3.539E-33
398	17	156	668.910	1356.297	0	25.064	2.864	9.910	38.263	159.406	0.006
399	17	157	644.003	1356.432	0	25.573	2.876	9.988	38.717	161.926	0.280
400	17	158	626.439	1357.711	0	26.669	2.801	9.445	35.442	143.133	2.527E-14
401	17	159	603.199	1355.439	0	25.280	2.860	9.845	37.738	155.794	6.775
402	17	160	580.591	1352.780	0	25.164	2.854	9.805	37.487	154.226	0.493
403	17	161	554.593	1347.917	0	24.842	2.894	10.095	39.272	164.763	2.936
404	17	162	531.862	1348.734	0	24.574	2.893	10.100	39.337	165.279	1.258
405	17	163	511.273	1350.019	0	24.547	2.885	10.066	39.247	165.351	0.003
406	17	164	485.206	1351.677	0	23.528	2.917	10.260	40.256	170.328	0.005
407	17	165	459.828	1354.143	0	22.484	2.973	10.676	42.818	185.398	11.248
408	17	166	434.765	1355.191	0	22.680	2.921	10.286	40.384	170.917	0.045
409	17	167	406.515	1355.035	0	23.298	2.883	10.026	38.885	162.661	3.387E-9
410	17	168	381.479	1355.951	0	23.613	2.862	9.880	38.017	157.676	0.023
411	17	169	358.040	1351.979	0	23.211	2.909	10.244	40.400	172.444	0.013
412	17	170	338.438	1354.117	0	22.995	2.862	9.882	38.042	157.844	0.005
413	17	171	312.935	1359.894	0	23.234	2.844	9.769	37.473	155.191	5.711E-5
414	17	172	290.627	1362.205	0	23.130	2.803	9.472	35.656	144.549	1.466E-13
415	17	173	268.680	1358.862	0	23.178	2.793	9.411	35.360	143.240	3.518E-10
416	17	174	246.900	1359.675	0	22.538	2.810	9.528	36.036	146.971	4.680E-17
417	17	175	223.472	1359.601	0	22.454	2.768	9.226	34.208	136.475	1.062E-24
418	17	176	198.753	1360.174	0	21.810	2.796	9.436	35.538	144.475	1.401E-45
419	17	177	181.183	1359.304	0	21.180	2.746	9.092	33.546	133.397	0
420	17	178	161.744	1362.258	0	21.638	2.752	9.144	33.873	135.307	2.942E-11
421	18	144	1036.296	342.436	0	6.868	2.040	5.224	15.232	48.651	0
422	18	145	1012.971	343.712	0	22.050	2.934	10.372	40.875	173.711	0.495
423	18	146	988.906	340.295	0	22.448	2.907	10.190	39.843	168.019	7.640
424	18	147	966.515	336.819	0	21.353	2.966	10.597	42.186	180.938	0.143
425	18	148	939.895	337.383	0	21.599	2.951	10.507	41.739	178.906	0.205
426	18	149	915.220	341.731	0	21.758	2.937	10.385	40.915	173.692	0.029
427	18	152	839.144	342.199	0	22.882	2.873	9.963	38.541	160.844	14.335
428	18	155	775.684	342.486	0	22.583	2.845	9.730	36.991	151.168	0.359
429	18	156	752.991	338.428	0	22.402	2.899	10.143	39.626	167.121	5.794E-4
430	18	157	724.054	339.689	0	21.924	2.916	10.257	40.268	170.580	1.345E-4
431	18	159	681.784	344.511	0	22.179	2.895	10.087	39.099	163.050	1.273E-6
432	18	160	660.189	341.471	0	21.953	2.908	10.172	39.613	166.090	1.591E-5
433	18	164	562.940	341.707	0	21.199	2.974	10.668	42.734	184.852	2.836
434	18	166	514.785	346.612	0	21.598	2.917	10.234	39.947	167.795	0.049
435	18	167	489.220	344.081	0	21.169	2.928	10.339	40.748	173.283	0.050
436	19	150	600.361	944.639	0	23.594	3.027	11.028	44.749	195.513	0.034
437	19	151	570.723	945.945	0	23.645	3.051	11.257	46.473	207.420	0.003
438	19	154	484.111	951.703	0	24.804	2.918	10.268	40.279	170.344	5.712E-6
439	19	155	464.267	948.720	0	23.678	2.961	10.560	41.964	179.604	0.223
440	19	156	443.408	947.070	0	23.811	2.944	10.444	41.291	175.978	0.292
441	19	157	423.462	944.236	0	24.674	2.881	9.995	38.588	160.325	0.281
442	19	158	397.726	942.984	0	24.185	2.950	10.498	41.687	178.603	0.177
443	19	159	371.886	940.098	0	25.007	2.900	10.156	39.719	167.785	6.779
444	19	160	348.208	939.658	0	23.523	2.981	10.719	42.994	186.016	0.006
445	19	161	319.286	935.003	0	23.756	2.964	10.594	42.244	181.650	0.015
446	19	162	297.733	934.636	0	23.859	2.897	10.101	39.197	163.687	2.143
447	19	164	243.365	927.830	0	21.784	2.983	10.720	42.916	185.022	2.840
448	19	165	220.244	926.970	0	22.280	3.000	10.843	43.738	190.363	11.248
449	20	152	538.325	950.808	0	24.883	2.944	10.437	41.237	175.556	1.328E-7
450	20	153	508.831	951.399	0	23.763	2.985	10.734	43.039	186.033	0.074
451	21	160	1018.946	856.628	0	24.834	2.960	10.571	42.155	181.541	0.495
452	21	161	991.860	864.602	0	25.121	2.964	10.606	42.382	182.921	2.919
453	21	162	964.776	866.043	0	23.763	3.008	10.920	44.257	193.579	0.551
454	21	163	940.716	867.259	0	23.456	2.995	10.812	43.516	188.776	0.003
455	21	164	915.354	867.827	0	22.875	3.079	11.426	47.303	211.202	0.006
456	21	165	890.864	870.982	0	25.716	2.941	10.449	41.493	177.995	2.544E-22
457	21	166	870.379	871.629	0	26.132	2.880	9.988	38.566	160.254	1.394E-25
458	21	167	850.137	870.960	0	26.433	2.916	10.277	40.493	172.382	5.296E-21
459	21	168	823.647	872.616	0	27.411	2.826	9.611	36.347	147.798	6.362E-15
460	21	169	802.549	876.133	0	26.903	2.860	9.853	37.813	156.306	1.474E-12
461	21	170	775.481	877.769	0	27.610	2.821	9.584	36.227	147.344	6.647E-14
462	21	171	751.476	878.591	0	28.508	2.786	9.321	34.643	138.388	1.471E-19
463	21	172	733.643	880.628	0	28.280	2.798	9.405	35.151	141.273	2.572E-14
464	21	173	712.611	881.492	0	28.364	2.780	9.278	34.403	137.101	1.599E-19
465	21	174	688.638	884.036	0	28.342	2.797	9.420	35.364	143.162	6.279E-19
466	21	175	664.054	882.953	0	28.667	2.818	9.575	36.292	148.490	7.523E-17
467	21	176	643.896	885.636	0	28.725	2.819	9.553	36.042	146.510	3.888E-11
468	21	177	623.390	884.140	0	28.201	2.820	9.577	36.226	147.596	1.476E-7
469	21	178	602.784	883.280	0	28.275	2.791	9.368	34.991	140.693	1.111E-14
470	21	179	585.061	881.978	0	28.158	2.818	9.585	36.431	149.671	1.334E-5
471	21	180	562.999	883.132	0	27.413	2.822	9.629	36.757	151.798	3.703E-6
472	21	181	543.604	878.827	0	28.142	2.760	9.158	33.799	134.295	2.472E-22
473	21	182	518.283	878.350	0	27.566	2.792	9.389	35.148	141.672	0.003
474	21	183	497.055	878.083	0	28.190	2.786	9.363	35.132	142.394	9.507E-15
475	21	184	474.281	880.823	0	27.840	2.776	9.280	34.536	138.447	0.100
476	21	185	453.005	878.050	0	27.312	2.814	9.587	36.581	151.190	1.748
477	21	186	428.884	882.560	0	27.062	2.780	9.324	34.853	140.434	3.195
478	21	187	409.766	887.200	0	27.235	2.774	9.269	34.492	138.274	10.718
479	21	188	388.890	888.491	0	26.848	2.785	9.360	35.066	141.634	1.114
480	21	189	364.379	887.508	0	26.800	2.754	9.129	33.674	133.631	5.099
481	21	190	339.356	885.461	0	26.435	2.772	9.254	34.388	137.512	10.657
482	21	191	320.008	881.578	0	26.545	2.768	9.259	34.568	139.328	2.343
483	21	192	295.486	877.979	0	26.132	2.782	9.355	35.146	142.649	9.389
484	21	193	277.633	881.060	0	26.050	2.796	9.427	35.453	143.816	12.556
485	21	194	255.976	879.355	0	25.512	2.797	9.446	35.584	144.605	12.291
486	21	196	215.068	873.246	0	24.279	2.869	9.934	38.387	160.053	8.601
487	21	198	171.768	868.411	0	24.063	2.831	9.655	36.658	149.838	7.634
488	22	168	1031.224	850.077	0	24.754	2.847	9.784	37.525	155.360	0.023
489	22	169	1001.953	852.594	0	24.470	2.898	10.138	39.592	166.919	0.005
490	22	170	984.415	854.335	0	25.037	2.820	9.574	36.163	146.935	8.773E-9
491	22	171	962.663	853.197	0	25.472	2.797	9.425	35.370	142.944	1.177E-10
492	22	172	942.024	857.581	0	25.672	2.807	9.508	35.945	146.656	1.723E-13
493	22	173	920.847	856.303	0	25.367	2.843	9.754	37.347	154.293	3.518E-10
494	22	174	893.609	856.999	0	25.371	2.842	9.747	37.295	153.946	4.743E-17
495	22	175	867.701	857.257	0	25.843	2.816	9.558	36.135	147.166	7.523E-17
496	22	176	843.711	855.138	0	26.425	2.780	9.315	34.787	139.987	3.888E-11
497	22	177	821.615	852.573	0	26.326	2.756	9.149	33.786	134.235	1.476E-7
498	22	178	799.323	850.847	0	25.646	2.826	9.629	36.553	149.510	1.554E-10
499	22	179	779.682	852.307	0	26.532	2.760	9.189	34.062	135.951	1.334E-5
500	22	180	763.360	852.638	0	25.669	2.809	9.501	35.779	145.048	3.703E-6
501	22	181	736.121	852.075	0	25.035	2.886	10.080	39.411	166.815	2.472E-22
502	22	182	713.604	852.601	0	26.251	2.773	9.264	34.436	137.712	0.003
503	22	183	693.191	855.568	0	25.416	2.842	9.739	37.205	153.291	13.728
504	22	184	671.268	853.248	0	26.854	2.744	9.076	33.423	132.585	3.045
505	22	185	647.529	852.728	0	26.972	2.737	9.017	33.061	130.497	1.749
506	22	186	628.698	850.321	0	26.499	2.773	9.259	34.408	137.579	3.718
507	22	187	601.943	853.329	0	26.954	2.769	9.247	34.415	138.076	10.718
508	22	188	585.988	854.259	0	26.150	2.813	9.572	36.392	149.510	1.115
509	22	189	564.790	854.195	0	26.299	2.784	9.345	34.936	140.677	19.593
510	22	190	543.324	855.443	0	25.966	2.766	9.213	34.134	136.037	13.578
511	22	191	520.331	857.377	0	25.371	2.782	9.323	34.780	139.646	0.016
512	22	192	495.635	858.442	0	26.122	2.738	9.030	33.125	130.739	9.388
513	22	193	480.909	856.317	0	25.944	2.766	9.235	34.374	137.936	12.514
514	22	194	460.432	858.569	0	25.680	2.773	9.264	34.432	137.671	12.046
515	22	195	437.172	855.798	0	24.671	2.764	9.204	34.116	136.154	2.655E-14
516	22	196	414.635	856.825	0	24.957	2.865	9.904	38.170	158.570	2.043
517	22	198	367.743	860.761	0	22.969	2.717	8.917	32.664	129.147	9.655
518	22	199	342.520	862.815	0	24.742	2.746	9.093	33.551	133.388	10.475
519	22	200	323.208	864.061	0	24.404	2.803	9.487	35.837	146.121	1.712
520	22	201	300.902	861.699	0	24.479	2.780	9.330	34.902	140.739	1.604
521	22	202	281.915	860.275	0	24.200	2.763	9.206	34.203	137.024	0.070
522	22	203	260.533	864.604	0	22.997	2.761	9.190	34.059	135.852	8.088
523	22	204	240.722	862.797	0	23.827	2.741	9.070	33.450	132.976	0.002
524	22	205	225.087	863.655	0	22.954	2.734	9.033	33.296	132.398	10.364
525	22	206	204.075	866.101	0	22.556	2.771	9.303	34.949	141.993	0.133
526	22	207	183.160	866.086	0	22.636	2.767	9.252	34.541	139.249	0.002
527	22	209	140.250	866.640	0	22.088	2.812	9.533	36.008	146.550	2.983E-9
528	22	210	114.406	869.379	0	22.309	2.764	9.198	34.059	135.697	5.788E-8
529	22	212	71.471	870.232	0	21.786	2.740	9.067	33.451	133.003	3.227E-10
530	22	213	52.265	871.096	0	21.081	2.760	9.229	34.501	139.400	1.730E-4
531	22	215	6.349	876.647	0	20.580	2.722	8.930	32.607	128.162	6.096
532	23	178	807.953	1123.026	0	23.553	2.943	10.460	41.555	178.351	1.848E-10
533	23	180	758.480	1127.856	0	22.798	2.937	10.391	40.957	173.848	3.755E-19
534	23	182	709.544	1133.559	0	24.562	2.860	9.830	37.561	154.283	2.044E-6
535	23	183	685.274	1136.435	0	25.555	2.828	9.637	36.558	149.276	13.728
536	23	184	663.627	1130.806	0	26.387	2.796	9.422	35.363	142.961	2.946
537	23	185	642.337	1130.523	0	25.730	2.821	9.591	36.295	147.812	0.001
538	23	186	621.114	1127.872	0	25.847	2.845	9.765	37.412	154.709	0.531
539	23	187	600.837	1126.170	0	25.299	2.844	9.758	37.319	153.891	4.899E-6
540	23	188	576.367	1129.302	0	24.760	2.870	9.903	38.017	157.018	14.988
541	23	189	551.327	1131.615	0	26.009	2.803	9.451	35.441	142.929	14.332
542	23	190	530.883	1133.337	0	25.891	2.820	9.579	36.256	147.857	12.161
543	24	187	1036.014	1045.485	0	11.395	2.127	5.645	16.964	55.467	0
544	24	188	1015.355	1047.389	0	24.798	2.883	10.006	38.661	160.806	14.988
545	24	189	987.839	1048.764	0	26.431	2.845	9.763	37.354	154.125	11.208
546	24	190	967.919	1046.413	0	26.628	2.849	9.785	37.474	154.751	5.489
547	24	191	946.971	1042.686	0	27.556	2.808	9.509	35.926	146.472	0.449
548	24	192	923.713	1038.900	0	27.624	2.811	9.533	36.060	147.163	10.222
549	24	193	902.732	1041.355	0	27.114	2.800	9.448	35.499	143.608	0.175
550	24	194	880.500	1046.011	0	27.241	2.832	9.680	36.913	151.862	0.006
551	24	195	858.080	1050.199	0	27.371	2.811	9.540	36.138	147.733	8.199
552	24	196	837.396	1050.778	0	27.729	2.782	9.319	34.757	139.583	9.502
553	24	197	817.441	1051.557	0	27.827	2.767	9.200	34.007	135.168	2.022
554	24	198	793.100	1049.623	0	26.966	2.842	9.743	37.270	153.799	2.553
555	24	199	768.668	1049.057	0	26.939	2.864	9.897	38.146	158.555	13.062
556	24	200	746.595	1048.890	0	27.240	2.852	9.814	37.661	155.813	0.006
557	24	201	718.699	1052.263	0	28.497	2.790	9.351	34.842	139.650	9.006E-17
558	24	202	697.604	1050.947	0	28.585	2.807	9.490	35.772	145.429	1.580E-21
559	24	203	671.796	1051.727	0	28.729	2.791	9.362	34.958	140.570	4.635E-30
560	24	204	651.043	1054.284	0	28.978	2.790	9.363	35.003	141.080	4.266E-17
561	24	205	632.251	1057.717	0	28.126	2.823	9.597	36.312	147.897	1.295E-7
562	24	206	609.511	1058.364	0	28.273	2.799	9.414	35.198	141.480	1.303E-10
563	24	207	584.198	1060.064	0	28.500	2.823	9.604	36.421	149.001	2.156E-4
564	24	208	563.132	1059.363	0	28.988	2.776	9.255	34.323	137.058	8.378E-7
565	24	209	543.191	1058.476	0	28.198	2.786	9.334	34.792	139.570	9.973E-12
566	24	210	521.509	1056.924	0	28.294	2.782	9.315	34.743	139.714	4.845E-13
567	24	211	499.136	1058.132	0	28.163	2.782	9.322	34.822	140.281	9.119E-10
568	24	212	476.315	1062.659	0	27.736	2.783	9.318	34.692	138.926	4.443E-4
569	24	213	453.720	1066.445	0	27.795	2.790	9.363	34.955	140.421	0.009
570	24	214	428.020	1068.999	0	27.201	2.847	9.803	37.760	157.340	3.515
571	24	215	405.625	1066.378	0	27.404	2.773	9.250	34.317	136.934	0.926
572	24	216	388.573	1066.302	0	26.668	2.791	9.375	35.044	140.945	2.336E-4
573	24	217	363.072	1063.771	0	26.666	2.789	9.386	35.213	142.439	1.636E-7
574	24	218	339.155	1061.860	0	26.452	2.803	9.480	35.768	145.558	9.857
575	24	219	315.565	1063.389	0	26.041	2.785	9.336	34.825	139.725	2.152
576	24	220	293.710	1061.470	0	25.378	2.775	9.287	34.613	138.920	4.540
577	24	221	269.269	1056.736	0	25.478	2.775	9.288	34.627	139.057	13.809
578	24	222	246.859	1056.544	0	24.706	2.838	9.703	36.954	151.683	0.506
579	24	223	225.013	1056.233	0	24.543	2.824	9.648	36.839	151.997	0.136
580	24	224	204.201	1058.357	0	23.187	2.899	10.141	39.604	166.930	0.071
581	24	225	177.831	1059.906	0	24.043	2.847	9.780	37.477	154.925	0.067
582	24	226	157.060	1061.364	0	23.703	2.814	9.565	36.284	148.507	2.623
583	24	227	138.939	1061.591	0	23.576	2.813	9.552	36.189	147.872	7.171
584	24	228	118.911	1063.008	0	23.189	2.853	9.839	37.918	157.866	0.432
585	24	229	97.914	1059.964	0	23.261	2.832	9.695	37.086	153.277	1.545
586	24	230	79.118	1057.467	0	22.724	2.830	9.652	36.702	150.441	4.641
587	24	231	51.996	1061.060	0	21.440	2.953	10.557	42.245	182.921	8.715E-4
588	24	232	31.626	1062.009	0	21.818	2.875	9.977	38.641	161.475	0.035
589	24	233	16.146	1058.593	0	21.979	2.857	9.842	37.769	156.120	1.651
590	25	190	996.922	797.454	0	26.075	2.916	10.270	40.382	171.466	2.411
591	25	191	973.231	799.494	0	26.760	2.860	9.846	37.745	155.854	2.637
592	25	192	947.784	795.925	0	27.457	2.847	9.779	37.457	154.745	10.223
593	25	193	924.608	795.772	0	28.112	2.813	9.522	35.864	145.353	0.106
594	25	194	899.573	801.287	0	26.041	2.890	10.062	39.027	163.061	0.937
595	25	195	874.265	802.148	0	27.198	2.857	9.861	37.990	157.969	8.199
596	25	196	856.149	804.692	0	27.933	2.817	9.567	36.207	147.689	9.502
597	25	197	832.852	806.048	0	27.539	2.845	9.774	37.478	155.143	2.022
598	25	198	809.803	803.858	0	27.538	2.813	9.545	36.114	147.357	2.553
599	25	199	786.188	805.136	0	26.794	2.883	10.033	38.968	163.366	13.062
600	25	200	766.443	800.584	0	26.010	2.891	10.068	39.052	163.147	0.006
601	25	201	738.829	799.134	0	25.839	2.920	10.289	40.445	171.488	1.523E-5
602	25	202	715.857	798.985	0	25.559	2.945	10.478	41.681	179.210	4.760E-7
603	25	203	692.236	797.330	0	25.205	2.970	10.643	42.583	183.958	4.580E-12
604	25	204	665.357	797.712	0	26.189	2.870	9.924	38.216	158.454	1.655E-11
605	25	205	640.427	800.625	0	26.222	2.871	9.912	38.068	157.249	1.295E-7
606	25	206	612.248	799.950	0	26.134	2.899	10.140	39.576	166.636	1.303E-10
607	25	207	591.048	799.551	0	27.026	2.860	9.865	37.950	157.429	2.156E-4
608	25	208	571.167	798.682	0	27.221	2.843	9.735	37.136	152.609	8.378E-7
609	25	209	549.957	798.466	0	26.029	2.921	10.293	40.461	171.589	5.682E-8
610	25	210	525.818	798.187	0	25.914	2.890	10.065	39.054	163.267	4.747E-7
611	25	211	507.537	802.135	0	26.081	2.871	9.942	38.376	159.673	8.824E-7
612	25	212	483.637	808.176	0	26.344	2.839	9.717	37.066	152.348	4.443E-4
613	25	213	462.901	808.672	0	26.604	2.828	9.648	36.693	150.400	0.009
614	25	214	440.454	807.278	0	26.738	2.810	9.507	35.809	145.210	3.515
615	25	215	418.321	806.651	0	26.676	2.802	9.446	35.418	142.841	0.926
616	25	216	395.779	808.651	0	25.297	2.876	9.963	38.453	159.851	2.336E-4
617	25	217	369.946	807.032	0	25.009	2.926	10.352	40.955	175.104	0.005
618	25	218	349.258	803.337	0	26.143	2.802	9.460	35.562	143.959	9.857
619	25	219	328.694	804.726	0	26.674	2.784	9.337	34.846	139.991	2.152
620	25	220	304.205	808.394	0	25.840	2.803	9.482	35.749	145.292	4.540
621	25	221	280.781	807.496	0	25.422	2.800	9.447	35.481	143.491	13.809
622	25	222	256.178	812.601	0	25.486	2.795	9.419	35.370	143.166	0.506
623	25	223	235.095	809.983	0	25.518	2.816	9.597	36.566	150.598	0.136
624	25	224	216.618	809.415	0	24.921	2.800	9.446	35.475	143.425	1.140E-6
625	25	225	196.934	811.196	0	25.043	2.799	9.474	35.822	146.265	0.067
626	25	226	174.031	810.190	0	24.261	2.846	9.788	37.598	155.999	2.623
627	25	227	155.235	808.303	0	23.947	2.790	9.401	35.331	143.221	7.139
628	25	228	137.567	808.778	0	23.870	2.776	9.282	34.543	138.352	3.423
629	25	229	116.037	812.845	0	25.680	2.951	10.635	43.329	193.188	3.836E-14
630	25	230	95.745	810.378	0	23.816	2.821	9.583	36.216	147.279	0.040
631	25	231	73.292	810.489	0	24.092	2.788	9.366	35.025	140.992	0.001
632	25	232	50.061	812.403	0	23.877	2.831	9.668	36.828	151.339	2.143E-5
633	25	233	28.687	815.473	0	22.960	2.844	9.730	37.014	151.403	0.185
634	25	234	4.802	814.455	0	20.501	2.758	9.142	33.707	133.768	6.470E-4
635	26	196	385.248	1136.449	0	24.196	2.814	9.538	35.974	146.012	7.457
636	26	197	367.248	1132.653	0	24.324	2.814	9.542	36.036	146.537	4.367E-22
637	26	198	343.958	1133.986	0	24.445	2.832	9.708	37.252	154.692	7.575
638	26	199	322.578	1135.565	0	24.471	2.763	9.194	34.034	135.510	10.475
639	26	200	303.958	1134.567	0	23.753	2.823	9.638	36.777	151.612	2.584
640	26	201	279.165	1139.259	0	23.801	2.782	9.337	34.914	140.662	1.796
641	26	202	255.777	1142.349	0	23.199	2.804	9.493	35.837	145.846	0.070
642	26	203	236.758	1142.854	0	23.061	2.814	9.557	36.192	147.761	8.259
643	26	205	193.191	1138.721	0	22.759	2.771	9.255	34.429	137.951	10.898
644	27	198	1010.967	544.251	0	23.102	2.758	9.204	34.322	138.261	9.710
645	27	199	989.941	545.239	0	22.367	2.797	9.485	35.989	147.711	2.535E-9
646	27	200	970.964	539.756	0	23.202	2.743	9.113	33.825	135.604	0.884
647	27	201	953.528	538.893	0	22.926	2.729	8.995	33.066	131.088	0.192
648	27	203	910.614	539.720	0	22.190	2.842	9.748	37.284	153.734	0.429
649	27	204	890.241	540.787	0	23.893	2.927	10.425	41.872	183.894	0.002
650	27	205	871.935	545.898	0	21.952	2.768	9.275	34.777	141.030	0.691
651	27	206	849.536	546.635	0	23.525	2.756	9.166	33.960	135.530	0.133
652	27	207	833.914	543.347	0	23.963	2.737	9.050	33.391	132.917	0.002
653	27	208	812.561	541.809	0	24.939	2.718	8.914	32.558	128.091	2.686E-12
654	27	209	794.927	540.043	0	24.204	2.808	9.545	36.284	149.094	5.979E-8
655	27	210	773.501	538.833	0	24.280	2.757	9.173	34.017	135.967	5.326E-7
656	27	211	752.617	534.948	0	24.490	2.734	9.043	33.389	133.057	8.815E-7
657	27	212	728.698	538.510	0	23.987	2.696	8.782	31.884	124.735	3.229E-10
658	27	213	705.933	537.140	0	22.593	2.765	9.252	34.618	139.995	1.730E-4
659	27	214	683.068	537.756	0	22.320	2.753	9.180	34.234	137.989	3.876E-42
660	27	215	665.469	534.634	0	20.834	2.772	9.287	34.698	139.696	6.096
661	27	216	642.444	533.695	0	22.841	2.752	9.138	33.791	134.552	4.266E-14
662	27	217	617.045	536.382	0	22.268	2.745	9.131	33.957	136.470	4.811E-6
663	27	218	597.394	538.393	0	22.419	2.714	8.898	32.532	128.183	9.260E-8
664	27	219	576.951	535.705	0	22.539	2.756	9.190	34.236	137.725	9.114E-4
665	27	220	559.025	536.722	0	21.942	2.836	9.749	37.547	156.569	1.750E-4
666	27	221	538.501	539.060	0	22.948	2.753	9.190	34.321	138.638	7.735E-13
667	27	222	516.843	541.030	0	22.643	2.795	9.475	35.975	147.892	6.992E-9
668	27	223	496.656	539.094	0	22.239	2.772	9.312	34.993	142.176	2.694E-11
